JKV_AZONOSITO,SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_LEVO,ELTERES,ERVENYTELEN,ERVENYES,TIPUS,ERVENYES_SZAVAZASI_IRATOK,IRATOKBAN_LEVO_SZAVAZOLAP
60538,08_081_002,1111,850,848,0,4,844,LISTAS,,
60540,08_081_003,1006,755,754,0,5,749,LISTAS,,
60542,08_081_004,964,748,748,0,2,746,LISTAS,,
60544,08_081_005,1012,770,770,0,1,769,LISTAS,,
60546,08_081_006,1094,769,769,0,4,765,LISTAS,,
60548,08_081_007,981,749,749,0,4,745,LISTAS,,
60550,08_081_008,1023,795,795,0,3,792,LISTAS,,
60552,08_081_009,874,653,653,0,12,641,LISTAS,,
60554,08_082_001,670,438,442,0,51,391,LISTAS,,
60556,08_082_002,920,643,643,0,5,638,LISTAS,,
60558,08_082_003,199,135,135,0,6,129,LISTAS,,
60560,08_083_001,187,149,149,0,1,148,LISTAS,,
60562,08_084_001,693,543,543,0,2,541,LISTAS,,
60564,08_085_001,277,220,220,0,6,214,LISTAS,,
60566,08_086_001,615,488,488,0,3,485,LISTAS,,
60568,08_087_001,823,574,564,0,3,561,LISTAS,,
60570,08_087_002,858,578,577,0,8,569,LISTAS,,
60572,08_088_001,1084,794,793,0,3,790,LISTAS,,
60574,08_088_002,1067,767,767,0,3,764,LISTAS,,
60576,08_089_001,863,693,693,0,5,688,LISTAS,,
60578,08_089_002,780,629,629,0,4,625,LISTAS,,
60580,08_090_001,976,746,746,0,9,737,LISTAS,,
60582,08_091_001,448,291,291,0,5,286,LISTAS,,
60584,08_092_001,688,456,456,0,10,446,LISTAS,,
60586,08_092_002,744,514,514,0,10,504,LISTAS,,
60588,08_093_001,1071,749,749,0,6,743,LISTAS,,
60590,08_093_002,664,452,451,0,11,440,LISTAS,,
60592,08_093_003,804,547,547,0,6,541,LISTAS,,
60594,08_094_001,582,445,445,0,4,441,LISTAS,,
60596,08_095_001,1163,847,847,0,5,842,LISTAS,,
60598,08_096_001,73,51,51,0,0,51,LISTAS,,
60600,08_097_001,379,256,256,0,1,255,LISTAS,,
60602,08_098_001,385,263,263,0,0,263,LISTAS,,
60604,08_099_001,697,471,471,0,1,470,LISTAS,,
60606,08_099_002,787,570,570,0,9,561,LISTAS,,
60608,08_100_001,481,367,367,0,7,360,LISTAS,,
60610,08_101_001,758,509,509,0,12,497,LISTAS,,
60612,08_102_001,82,61,61,0,0,61,LISTAS,,
60614,08_103_001,892,697,697,0,5,692,LISTAS,,
60616,08_104_001,812,655,655,0,10,645,LISTAS,,
60618,08_104_002,756,487,487,0,15,472,LISTAS,,
60620,08_104_003,820,551,551,0,5,546,LISTAS,,
60622,08_104_004,1239,950,950,0,12,938,LISTAS,,
60624,08_104_005,1063,739,739,0,3,736,LISTAS,,
60626,08_104_006,761,547,547,0,5,542,LISTAS,,
60628,08_104_007,813,535,535,0,4,531,LISTAS,,
60630,08_104_008,811,619,619,0,3,616,LISTAS,,
60632,08_104_009,787,513,513,0,5,508,LISTAS,,
60634,08_104_010,931,582,581,0,4,577,LISTAS,,
60636,08_104_011,879,551,550,0,8,542,LISTAS,,
60638,08_104_012,739,541,541,0,3,538,LISTAS,,
60640,08_104_013,901,644,644,0,10,634,LISTAS,,
60642,08_104_014,889,654,654,0,6,648,LISTAS,,
60644,08_104_015,708,520,520,0,6,514,LISTAS,,
60646,08_104_016,714,514,514,0,2,512,LISTAS,,
60648,08_104_017,850,576,575,0,2,573,LISTAS,,
60650,08_104_018,844,586,586,0,7,579,LISTAS,,
60652,08_104_019,862,564,564,0,5,559,LISTAS,,
60654,08_104_020,823,573,573,0,5,568,LISTAS,,
60656,08_104_021,765,506,506,0,10,496,LISTAS,,
60658,08_104_022,927,616,616,0,7,609,LISTAS,,
60794,08_104_023,723,466,466,0,8,458,LISTAS,,
60796,08_104_024,2282,1949,1831,-118,26,1805,LISTAS,,
60798,08_104_025,774,439,439,0,4,435,LISTAS,,
60800,08_104_026,840,558,558,0,4,554,LISTAS,,
60802,08_104_027,868,540,540,0,9,531,LISTAS,,
60804,08_104_028,860,559,559,0,10,549,LISTAS,,
60806,08_104_029,786,539,539,0,12,527,LISTAS,,
60808,08_104_030,828,608,608,0,4,604,LISTAS,,
60810,08_105_001,959,668,668,0,7,661,LISTAS,,
60812,08_105_002,1033,677,676,0,9,667,LISTAS,,
60814,08_106_001,679,464,465,0,24,441,LISTAS,,
60816,08_106_002,675,480,480,0,2,478,LISTAS,,
60818,08_107_001,671,495,495,0,12,483,LISTAS,,
60820,08_108_001,758,600,600,0,10,590,LISTAS,,
60822,08_109_001,790,588,588,0,2,586,LISTAS,,
60824,08_109_002,862,669,668,0,2,666,LISTAS,,
60826,08_110_001,811,564,564,0,10,554,LISTAS,,
60828,08_111_001,629,435,435,0,9,426,LISTAS,,
60830,08_111_002,834,529,529,0,4,525,LISTAS,,
60832,08_112_001,173,139,139,0,7,132,LISTAS,,
60834,08_113_001,352,288,288,0,6,282,LISTAS,,
60836,08_114_001,887,686,686,0,4,682,LISTAS,,
60838,08_114_002,958,699,699,0,3,696,LISTAS,,
60840,08_114_003,1112,817,817,0,9,808,LISTAS,,
60842,08_114_004,470,344,344,0,1,343,LISTAS,,
60844,08_115_001,714,517,517,0,6,511,LISTAS,,
60846,08_116_001,858,604,597,0,7,590,LISTAS,,
60848,08_116_002,783,579,579,0,2,577,LISTAS,,
60850,08_116_003,778,540,540,0,0,540,LISTAS,,
60852,08_117_001,1021,658,657,0,8,649,LISTAS,,
60854,08_117_002,712,498,498,0,5,493,LISTAS,,
60856,08_117_003,804,576,574,0,4,570,LISTAS,,
60858,08_117_004,185,151,151,0,1,150,LISTAS,,
60860,08_118_001,333,242,242,0,2,240,LISTAS,,
60862,08_119_001,240,180,180,0,0,180,LISTAS,,
60864,08_120_001,824,555,554,0,7,547,LISTAS,,
60866,08_121_001,1160,867,867,0,6,861,LISTAS,,
60868,08_122_001,866,700,700,0,6,694,LISTAS,,
60870,08_123_001,836,587,587,0,4,583,LISTAS,,
60872,08_123_002,916,638,638,0,7,631,LISTAS,,
60874,08_123_003,270,189,189,0,1,188,LISTAS,,
60876,08_124_001,278,219,219,0,2,217,LISTAS,,
60878,08_125_001,93,74,75,0,8,67,LISTAS,,
60880,08_126_001,226,187,187,0,2,185,LISTAS,,
60882,08_127_001,508,380,380,0,8,372,LISTAS,,
60884,08_128_001,427,298,298,0,3,295,LISTAS,,
60886,08_128_002,608,464,464,0,7,457,LISTAS,,
60888,08_128_003,422,296,296,0,3,293,LISTAS,,
60890,08_129_001,1017,719,719,0,7,712,LISTAS,,
60892,08_130_001,416,289,289,0,2,287,LISTAS,,
60894,08_131_001,474,354,347,0,2,345,LISTAS,,
60896,08_132_001,588,454,454,0,7,447,LISTAS,,
60898,08_133_001,1054,718,718,0,4,714,LISTAS,,
60900,08_133_002,996,726,726,0,2,724,LISTAS,,
60902,08_134_001,811,595,595,0,4,591,LISTAS,,
60904,08_135_001,62,50,50,0,0,50,LISTAS,,
60906,08_136_001,365,288,288,0,5,283,LISTAS,,
60908,08_137_001,428,310,310,0,1,309,LISTAS,,
60910,08_138_001,119,100,100,0,2,98,LISTAS,,
60912,08_139_001,791,606,605,0,6,599,LISTAS,,
60914,08_140_001,136,101,101,0,4,97,LISTAS,,
60916,08_141_001,226,163,163,0,1,162,LISTAS,,
60918,08_142_001,286,239,239,0,0,239,LISTAS,,
60920,08_143_001,448,314,314,0,6,308,LISTAS,,
60922,08_144_001,247,169,169,0,1,168,LISTAS,,
60924,08_145_001,353,264,264,0,4,260,LISTAS,,
60926,08_146_001,489,373,373,0,2,371,LISTAS,,
60928,08_146_002,181,149,149,0,2,147,LISTAS,,
60930,08_146_003,79,58,58,0,1,57,LISTAS,,
61074,08_147_001,260,191,191,0,6,185,LISTAS,,
61076,08_148_001,224,165,165,0,0,165,LISTAS,,
61078,08_149_001,929,671,671,0,10,661,LISTAS,,
61080,08_150_001,943,559,559,0,15,544,LISTAS,,
61082,08_150_002,994,651,641,0,5,636,LISTAS,,
61084,08_150_003,1061,717,717,0,3,714,LISTAS,,
61086,08_150_004,935,720,719,0,3,716,LISTAS,,
61088,08_150_005,771,585,585,0,1,584,LISTAS,,
61090,08_150_006,917,674,674,0,5,669,LISTAS,,
61092,08_150_007,1026,786,786,0,9,777,LISTAS,,
61094,08_150_008,841,624,616,0,0,616,LISTAS,,
61096,08_150_009,1089,807,807,0,10,797,LISTAS,,
61098,08_150_010,793,571,571,0,3,568,LISTAS,,
61100,08_150_011,845,604,604,0,2,602,LISTAS,,
61102,08_150_012,854,660,660,0,8,652,LISTAS,,
61104,08_150_013,814,547,547,0,7,540,LISTAS,,
61106,08_150_014,777,572,572,0,3,569,LISTAS,,
61108,08_150_015,792,569,569,0,5,564,LISTAS,,
61110,08_150_016,964,683,681,0,5,676,LISTAS,,
61112,08_150_017,650,508,508,0,3,505,LISTAS,,
61114,08_150_018,780,581,581,0,6,575,LISTAS,,
61116,08_150_019,1029,804,804,0,6,798,LISTAS,,
61118,08_150_020,807,596,596,0,1,595,LISTAS,,
61120,08_150_021,777,618,618,0,1,617,LISTAS,,
61122,08_150_022,906,716,716,0,2,714,LISTAS,,
61124,08_150_023,1097,857,857,0,2,855,LISTAS,,
61126,08_150_024,840,599,599,0,3,596,LISTAS,,
61128,08_150_025,621,442,442,0,2,440,LISTAS,,
61130,08_150_026,2829,2464,2458,-6,18,2440,LISTAS,,
61132,08_150_027,755,606,606,0,5,601,LISTAS,,
61134,08_150_028,987,664,664,0,6,658,LISTAS,,
61136,08_150_029,1200,883,883,0,7,876,LISTAS,,
61138,08_150_030,766,503,503,0,2,501,LISTAS,,
61140,08_150_031,1051,774,774,0,1,773,LISTAS,,
61142,08_150_032,981,715,715,0,3,712,LISTAS,,
61144,08_150_033,1023,797,795,0,9,786,LISTAS,,
61146,08_150_034,946,655,655,0,6,649,LISTAS,,
61148,08_150_035,816,607,603,0,4,599,LISTAS,,
61150,08_150_036,1153,877,877,0,4,873,LISTAS,,
61152,08_150_037,986,709,709,0,2,707,LISTAS,,
61154,08_150_038,896,684,685,0,20,665,LISTAS,,
61156,08_150_039,1018,811,810,0,6,804,LISTAS,,
61158,08_150_040,1132,895,895,0,2,893,LISTAS,,
61160,08_150_041,976,841,841,0,6,835,LISTAS,,
61162,08_150_042,830,691,690,0,5,685,LISTAS,,
61164,08_150_043,986,754,753,0,1,752,LISTAS,,
61166,08_150_044,929,716,714,0,9,705,LISTAS,,
61168,08_150_045,709,552,552,0,7,545,LISTAS,,
61170,08_150_046,746,549,549,0,8,541,LISTAS,,
61172,08_150_047,946,718,718,0,5,713,LISTAS,,
61174,08_150_048,1368,1055,1055,0,8,1047,LISTAS,,
61176,08_150_049,1018,804,804,0,16,788,LISTAS,,
61178,08_150_050,758,496,496,0,2,494,LISTAS,,
61180,08_151_001,647,548,548,0,6,542,LISTAS,,
61182,08_152_001,991,763,763,0,5,758,LISTAS,,
61184,08_153_001,254,189,189,0,3,186,LISTAS,,
61186,08_154_001,343,249,249,0,0,249,LISTAS,,
61188,08_155_001,1041,778,778,0,9,769,LISTAS,,
61190,08_155_002,667,488,488,0,6,482,LISTAS,,
61192,08_156_001,775,574,574,0,8,566,LISTAS,,
61194,08_157_001,649,420,420,0,8,412,LISTAS,,
61196,08_158_001,1080,697,695,0,7,688,LISTAS,,
61198,08_159_001,541,399,398,0,4,394,LISTAS,,
61200,08_160_001,332,251,251,0,6,245,LISTAS,,
61202,08_161_001,569,419,419,0,4,415,LISTAS,,
61204,08_162_001,726,512,512,0,9,503,LISTAS,,
61206,08_163_001,158,128,128,0,2,126,LISTAS,,
61344,08_164_001,1249,886,886,0,16,870,LISTAS,,
61346,08_165_001,1141,640,640,0,4,636,LISTAS,,
61348,08_165_002,961,593,593,0,9,584,LISTAS,,
61350,08_165_003,1069,744,744,0,6,738,LISTAS,,
61352,08_166_001,826,557,557,0,9,548,LISTAS,,
61354,08_166_002,771,581,581,0,8,573,LISTAS,,
61356,08_167_001,259,201,201,0,1,200,LISTAS,,
61358,08_168_001,808,577,577,0,1,576,LISTAS,,
61360,08_169_001,649,400,400,0,9,391,LISTAS,,
61362,08_170_001,74,67,67,0,0,67,LISTAS,,
61364,08_171_001,418,319,319,0,0,319,LISTAS,,
61366,08_172_001,1342,1029,1018,0,12,1006,LISTAS,,
61368,08_173_001,292,211,211,0,2,209,LISTAS,,
61370,08_174_001,133,102,102,0,2,100,LISTAS,,
61372,08_175_001,745,591,591,0,8,583,LISTAS,,
61374,08_176_001,823,586,586,0,5,581,LISTAS,,
61376,08_177_001,146,107,107,0,0,107,LISTAS,,
61378,08_178_001,1083,827,827,0,5,822,LISTAS,,
61380,08_179_001,307,249,249,0,0,249,LISTAS,,
61382,08_180_001,109,84,84,0,1,83,LISTAS,,
61384,08_181_001,529,394,394,0,0,394,LISTAS,,
61386,08_182_001,440,279,279,0,4,275,LISTAS,,
61388,08_183_001,359,237,237,0,8,229,LISTAS,,
61390,09_001_001,723,387,387,0,10,377,LISTAS,,
61392,09_001_002,664,382,382,0,5,377,LISTAS,,
61394,09_002_001,482,282,282,0,4,278,LISTAS,,
61396,09_003_001,887,566,566,0,10,556,LISTAS,,
61398,09_003_002,926,477,477,0,16,461,LISTAS,,
61400,09_004_001,950,667,667,0,6,661,LISTAS,,
61402,09_005_001,974,688,689,0,22,667,LISTAS,,
61404,09_005_002,732,507,507,0,6,501,LISTAS,,
61406,09_005_003,887,636,636,0,7,629,LISTAS,,
61408,09_005_004,838,584,584,0,10,574,LISTAS,,
61410,09_005_005,726,514,514,0,10,504,LISTAS,,
61412,09_005_006,830,449,449,0,55,394,LISTAS,,
61414,09_005_007,783,593,590,0,5,585,LISTAS,,
61416,09_005_008,915,626,626,0,7,619,LISTAS,,
61418,09_005_009,1002,611,610,0,3,607,LISTAS,,
61420,09_005_010,765,493,493,0,10,483,LISTAS,,
61422,09_005_011,997,518,518,0,26,492,LISTAS,,
61424,09_005_012,888,494,494,0,10,484,LISTAS,,
61426,09_005_013,879,587,586,0,5,581,LISTAS,,
61428,09_005_014,819,554,554,0,8,546,LISTAS,,
61430,09_005_015,822,578,578,0,12,566,LISTAS,,
61432,09_005_016,875,569,569,0,9,560,LISTAS,,
61434,09_005_017,85,48,48,0,0,48,LISTAS,,
61436,09_006_001,613,405,406,0,6,400,LISTAS,,
61438,09_006_002,694,424,424,0,2,422,LISTAS,,
61440,09_006_003,712,446,446,0,2,444,LISTAS,,
61442,09_007_001,279,176,176,0,5,171,LISTAS,,
61444,09_008_001,737,372,372,0,7,365,LISTAS,,
61446,09_008_002,776,447,447,0,2,445,LISTAS,,
61448,09_009_001,817,603,603,0,2,601,LISTAS,,
61450,09_009_002,662,468,468,0,4,464,LISTAS,,
61452,09_009_003,666,469,469,0,3,466,LISTAS,,
61454,09_009_004,906,591,587,0,2,585,LISTAS,,
61456,09_009_005,2586,2097,2093,-4,6,2087,LISTAS,,
61458,09_009_006,820,414,414,0,2,412,LISTAS,,
61460,09_009_007,726,522,522,0,3,519,LISTAS,,
61462,09_009_008,681,386,386,0,4,382,LISTAS,,
61464,09_009_009,808,577,577,0,0,577,LISTAS,,
61466,09_009_010,655,433,433,0,8,425,LISTAS,,
61468,09_009_011,780,559,559,0,3,556,LISTAS,,
61470,09_009_012,664,512,512,0,1,511,LISTAS,,
61472,09_009_013,904,607,607,0,6,601,LISTAS,,
61474,09_009_014,589,454,454,0,2,452,LISTAS,,
61476,09_009_015,728,461,461,0,4,457,LISTAS,,
61478,09_009_016,737,444,444,0,2,442,LISTAS,,
61610,09_010_001,155,106,106,0,0,106,LISTAS,,
61612,09_011_001,673,462,462,0,6,456,LISTAS,,
61614,09_011_002,618,379,379,0,1,378,LISTAS,,
61616,09_011_003,612,351,351,0,10,341,LISTAS,,
61618,09_011_004,765,439,439,0,20,419,LISTAS,,
61620,09_011_005,703,424,424,0,10,414,LISTAS,,
61622,09_012_001,635,379,379,0,2,377,LISTAS,,
61624,09_012_002,668,306,306,0,6,300,LISTAS,,
61626,09_012_003,710,365,365,0,9,356,LISTAS,,
61628,09_013_001,727,472,472,0,5,467,LISTAS,,
61630,09_014_001,1319,878,875,0,10,865,LISTAS,,
61632,09_014_002,1287,893,893,0,9,884,LISTAS,,
61634,09_015_001,417,241,239,0,30,209,LISTAS,,
61636,09_016_001,729,495,495,0,1,494,LISTAS,,
61638,09_016_002,744,443,443,0,1,442,LISTAS,,
61640,09_016_003,47,37,37,0,1,36,LISTAS,,
61642,09_017_001,461,300,300,0,1,299,LISTAS,,
61644,09_018_001,500,348,348,0,2,346,LISTAS,,
61646,09_018_002,731,327,327,0,2,325,LISTAS,,
61648,09_018_003,1367,945,943,0,6,937,LISTAS,,
61650,09_018_004,1238,875,875,0,13,862,LISTAS,,
61652,09_018_005,1200,690,688,0,4,684,LISTAS,,
61654,09_018_006,1205,616,616,0,2,614,LISTAS,,
61656,09_018_007,1429,1012,1012,0,16,996,LISTAS,,
61658,09_018_008,1446,1010,1007,0,8,999,LISTAS,,
61660,09_018_009,1348,1041,1041,0,6,1035,LISTAS,,
61662,09_018_010,1310,986,974,0,5,969,LISTAS,,
61664,09_018_011,1235,921,921,0,5,916,LISTAS,,
61666,09_018_012,1289,902,902,0,14,888,LISTAS,,
61668,09_018_013,1236,951,956,0,57,899,LISTAS,,
61670,09_018_014,1078,803,799,0,3,796,LISTAS,,
61672,09_018_015,886,687,687,0,0,687,LISTAS,,
61674,09_018_016,1347,856,856,0,12,844,LISTAS,,
61676,09_018_017,1018,666,665,0,7,658,LISTAS,,
61678,09_018_018,3586,3010,2987,-23,16,2971,LISTAS,,
61680,09_018_019,1066,720,720,0,1,719,LISTAS,,
61682,09_018_020,1204,841,841,0,5,836,LISTAS,,
61684,09_018_021,1053,694,692,0,4,688,LISTAS,,
61686,09_018_022,1351,952,947,0,4,943,LISTAS,,
61688,09_018_023,1366,947,947,0,4,943,LISTAS,,
61690,09_018_024,1334,1056,1056,0,6,1050,LISTAS,,
61692,09_018_025,1325,895,892,0,6,886,LISTAS,,
61694,09_018_026,878,470,470,0,4,466,LISTAS,,
61696,09_018_027,833,405,404,0,4,400,LISTAS,,
61698,09_018_028,1439,756,756,0,5,751,LISTAS,,
61700,09_018_029,1430,1026,1026,0,6,1020,LISTAS,,
61702,09_018_030,1451,892,892,0,6,886,LISTAS,,
61704,09_018_031,1083,769,769,0,1,768,LISTAS,,
61706,09_018_032,1414,1007,1006,0,3,1003,LISTAS,,
61708,09_018_033,1067,744,741,0,2,739,LISTAS,,
61710,09_018_034,1161,857,857,0,4,853,LISTAS,,
61712,09_018_035,1056,777,777,0,6,771,LISTAS,,
61714,09_018_036,1124,636,636,0,5,631,LISTAS,,
61716,09_018_037,1243,705,705,0,1,704,LISTAS,,
61718,09_018_038,1420,772,771,0,4,767,LISTAS,,
61720,09_018_039,898,662,662,0,6,656,LISTAS,,
61722,09_018_040,1426,1021,1019,0,11,1008,LISTAS,,
61724,09_018_041,1425,918,918,0,2,916,LISTAS,,
61726,09_018_042,1381,994,991,0,18,973,LISTAS,,
61728,09_018_043,1273,943,941,0,3,938,LISTAS,,
61730,09_018_044,829,627,627,0,4,623,LISTAS,,
61732,09_018_045,1305,971,971,0,2,969,LISTAS,,
61734,09_018_046,1300,908,908,0,2,906,LISTAS,,
61736,09_018_047,1057,706,706,0,2,704,LISTAS,,
61738,09_018_048,1183,819,819,0,1,818,LISTAS,,
61740,09_018_049,1418,901,900,0,3,897,LISTAS,,
61742,09_018_050,1299,632,631,0,1,630,LISTAS,,
61744,09_018_051,985,611,611,0,3,608,LISTAS,,
61772,09_018_052,822,568,568,0,5,563,LISTAS,,
61774,09_018_053,965,744,744,0,2,742,LISTAS,,
61776,09_018_054,1241,845,845,0,5,840,LISTAS,,
61778,09_018_055,1076,782,782,0,7,775,LISTAS,,
61780,09_018_056,819,545,525,0,4,521,LISTAS,,
61782,09_018_057,631,303,302,0,1,301,LISTAS,,
61784,09_018_058,1629,858,857,0,4,853,LISTAS,,
61786,09_018_059,1112,871,871,0,3,868,LISTAS,,
61788,09_018_060,1339,918,918,0,1,917,LISTAS,,
61790,09_018_061,1352,891,886,0,5,881,LISTAS,,
61792,09_018_062,1225,843,845,0,29,816,LISTAS,,
61794,09_018_063,1235,842,842,0,6,836,LISTAS,,
61796,09_018_064,1199,782,782,0,5,777,LISTAS,,
61798,09_018_065,1359,888,887,0,4,883,LISTAS,,
61800,09_018_066,1159,782,782,0,3,779,LISTAS,,
61802,09_018_067,1347,919,918,0,4,914,LISTAS,,
61804,09_018_068,1205,908,908,0,3,905,LISTAS,,
61806,09_018_069,1320,873,873,0,11,862,LISTAS,,
61808,09_018_070,1089,771,771,0,3,768,LISTAS,,
61810,09_018_071,1374,986,986,0,1,985,LISTAS,,
61812,09_018_072,554,398,398,0,4,394,LISTAS,,
61814,09_018_073,1382,875,873,0,7,866,LISTAS,,
61816,09_018_074,1412,900,900,0,5,895,LISTAS,,
61818,09_018_075,1350,887,887,0,2,885,LISTAS,,
61820,09_018_076,955,618,618,0,3,615,LISTAS,,
61822,09_018_077,802,648,648,0,0,648,LISTAS,,
61824,09_018_078,1356,1067,1066,0,10,1056,LISTAS,,
61826,09_018_079,1123,753,752,0,2,750,LISTAS,,
61828,09_018_080,1250,806,806,0,3,803,LISTAS,,
61830,09_018_081,1300,772,771,0,2,769,LISTAS,,
61832,09_018_082,1262,842,842,0,3,839,LISTAS,,
61834,09_018_083,1176,814,810,0,9,801,LISTAS,,
61836,09_018_084,1180,813,811,0,6,805,LISTAS,,
61838,09_018_085,1318,897,890,0,3,887,LISTAS,,
61840,09_018_086,1257,852,847,0,27,820,LISTAS,,
61842,09_018_087,855,692,691,0,3,688,LISTAS,,
61844,09_018_088,1219,758,756,0,1,755,LISTAS,,
61846,09_018_089,1302,864,864,0,9,855,LISTAS,,
61848,09_018_090,1254,910,910,0,1,909,LISTAS,,
61850,09_018_091,1365,896,895,0,5,890,LISTAS,,
61852,09_018_092,1333,896,895,0,6,889,LISTAS,,
61854,09_018_093,766,560,560,0,2,558,LISTAS,,
61856,09_018_094,1098,864,864,0,4,860,LISTAS,,
61858,09_018_095,1267,925,925,0,7,918,LISTAS,,
61860,09_018_096,1225,967,966,0,9,957,LISTAS,,
61862,09_018_097,522,364,364,0,1,363,LISTAS,,
61864,09_018_098,1247,922,921,0,6,915,LISTAS,,
61866,09_018_099,1183,878,878,0,7,871,LISTAS,,
61868,09_018_100,1308,881,881,0,8,873,LISTAS,,
61870,09_018_101,1236,849,850,0,27,823,LISTAS,,
61872,09_018_102,1252,865,863,0,4,859,LISTAS,,
61874,09_018_103,789,522,521,0,1,520,LISTAS,,
61876,09_018_104,396,305,305,0,4,301,LISTAS,,
61878,09_018_105,1187,896,894,0,4,890,LISTAS,,
61880,09_018_106,813,682,680,0,3,677,LISTAS,,
61882,09_018_107,1232,808,808,0,1,807,LISTAS,,
61884,09_018_108,829,624,624,0,2,622,LISTAS,,
61886,09_018_109,1255,872,872,0,8,864,LISTAS,,
61888,09_018_110,1156,816,816,0,1,815,LISTAS,,
61890,09_018_111,1242,917,917,0,13,904,LISTAS,,
61892,09_018_112,1161,801,801,0,3,798,LISTAS,,
61894,09_018_113,1088,816,815,0,1,814,LISTAS,,
61896,09_018_114,1269,881,880,0,2,878,LISTAS,,
61898,09_018_115,1084,620,620,0,3,617,LISTAS,,
61900,09_018_116,651,513,512,0,3,509,LISTAS,,
61902,09_018_117,1156,951,947,0,2,945,LISTAS,,
61904,09_018_118,1315,1092,1092,0,2,1090,LISTAS,,
61906,09_018_119,826,623,624,0,1,623,LISTAS,,
61908,09_018_120,1260,927,927,0,1,926,LISTAS,,
61910,09_018_121,1317,946,946,0,5,941,LISTAS,,
61912,09_018_122,1358,984,984,0,2,982,LISTAS,,
61914,09_018_123,1401,1072,1072,0,4,1068,LISTAS,,
61916,09_018_124,1033,610,608,0,4,604,LISTAS,,
61918,09_018_125,1097,751,751,0,3,748,LISTAS,,
61920,09_018_126,1106,808,808,0,1,807,LISTAS,,
61922,09_018_127,1149,899,895,0,5,890,LISTAS,,
61924,09_018_128,1218,1012,1012,0,0,1012,LISTAS,,
61926,09_018_129,907,621,621,0,3,618,LISTAS,,
61928,09_018_130,943,621,621,0,4,617,LISTAS,,
61930,09_018_131,2629,2241,2237,-4,8,2229,LISTAS,,
61932,09_018_132,1325,1025,1025,0,4,1021,LISTAS,,
61934,09_018_133,1056,829,829,0,6,823,LISTAS,,
61936,09_018_134,3986,3358,3344,-14,11,3333,LISTAS,,
61938,09_018_135,1283,938,938,0,1,937,LISTAS,,
61940,09_018_136,780,493,493,0,1,492,LISTAS,,
61942,09_018_137,730,495,495,0,0,495,LISTAS,,
61944,09_019_001,957,557,556,0,9,547,LISTAS,,
61946,09_019_002,923,463,462,0,4,458,LISTAS,,
61948,09_019_003,847,617,617,0,6,611,LISTAS,,
61950,09_019_004,930,583,580,0,6,574,LISTAS,,
61952,09_019_005,861,590,590,0,2,588,LISTAS,,
61954,09_019_006,990,659,659,0,1,658,LISTAS,,
61956,09_019_007,862,609,609,0,7,602,LISTAS,,
61958,09_019_008,388,197,197,0,1,196,LISTAS,,
61960,09_020_001,984,684,684,0,6,678,LISTAS,,
61962,09_020_002,895,564,564,0,9,555,LISTAS,,
61964,09_020_003,1019,724,724,0,6,718,LISTAS,,
61966,09_020_004,840,549,549,0,11,538,LISTAS,,
61968,09_021_001,647,265,264,0,9,255,LISTAS,,
61970,09_021_002,618,333,333,0,4,329,LISTAS,,
61972,09_021_003,708,415,415,0,2,413,LISTAS,,
61974,09_021_004,693,377,376,0,2,374,LISTAS,,
61976,09_021_005,723,439,439,0,4,435,LISTAS,,
61978,09_021_006,471,244,244,0,1,243,LISTAS,,
61980,09_021_007,148,89,89,0,1,88,LISTAS,,
61982,09_022_001,1090,674,672,0,8,664,LISTAS,,
61984,09_023_001,243,134,133,0,1,132,LISTAS,,
61986,09_024_001,833,535,535,0,7,528,LISTAS,,
61988,09_024_002,854,582,580,0,4,576,LISTAS,,
61990,09_024_003,786,502,502,0,4,498,LISTAS,,
61992,09_024_004,822,552,551,0,2,549,LISTAS,,
61994,09_025_001,907,582,582,0,6,576,LISTAS,,
61996,09_026_001,406,224,224,0,2,222,LISTAS,,
61998,09_026_002,361,229,229,0,3,226,LISTAS,,
62000,09_026_003,401,245,245,0,1,244,LISTAS,,
62002,09_026_004,172,115,115,0,1,114,LISTAS,,
62004,09_027_001,650,436,436,0,4,432,LISTAS,,
62006,09_028_001,903,573,573,0,14,559,LISTAS,,
62008,09_028_002,996,620,620,0,10,610,LISTAS,,
62010,09_028_003,54,29,29,0,3,26,LISTAS,,
62012,09_029_001,864,521,521,0,13,508,LISTAS,,
62014,09_029_002,770,457,457,0,8,449,LISTAS,,
62016,09_030_001,1053,758,756,0,6,750,LISTAS,,
62018,09_030_002,940,676,676,0,8,668,LISTAS,,
62020,09_030_003,670,373,373,0,7,366,LISTAS,,
62022,09_030_004,1126,789,789,0,9,780,LISTAS,,
62024,09_030_005,1017,726,726,0,10,716,LISTAS,,
62026,09_030_006,1206,754,754,0,18,736,LISTAS,,
62028,09_030_007,790,305,305,0,9,296,LISTAS,,
62030,09_030_008,192,136,136,0,2,134,LISTAS,,
62032,09_030_009,1180,689,689,0,14,675,LISTAS,,
62034,09_030_010,1164,740,742,0,31,711,LISTAS,,
62036,09_030_011,769,558,558,0,2,556,LISTAS,,
62038,09_030_012,1070,817,817,0,6,811,LISTAS,,
62040,09_030_013,704,451,451,0,7,444,LISTAS,,
62042,09_030_014,843,628,628,0,15,613,LISTAS,,
62044,09_030_015,595,418,418,0,1,417,LISTAS,,
