JKV_AZONOSITO,SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_LEVO,ELTERES,ERVENYTELEN,ERVENYES,TIPUS,ERVENYES_SZAVAZASI_IRATOK,IRATOKBAN_LEVO_SZAVAZOLAP
47312,05_030_001,930,530,530,0,5,525,LISTAS,,
47314,05_031_001,210,125,126,0,22,104,LISTAS,,
47316,05_032_001,747,487,486,0,1,485,LISTAS,,
47318,05_033_001,1016,538,537,0,14,523,LISTAS,,
47320,05_034_001,906,634,634,0,3,631,LISTAS,,
47322,05_035_001,703,487,487,0,4,483,LISTAS,,
47324,05_036_001,695,443,443,0,2,441,LISTAS,,
47326,05_037_001,689,481,481,0,8,473,LISTAS,,
47328,05_037_002,854,637,637,0,12,625,LISTAS,,
47330,05_038_001,367,159,159,0,4,155,LISTAS,,
47332,05_039_001,744,469,469,0,5,464,LISTAS,,
47334,05_040_001,970,494,494,0,10,484,LISTAS,,
47336,05_040_002,798,543,543,0,3,540,LISTAS,,
47338,05_041_001,649,329,329,0,3,326,LISTAS,,
47340,05_042_001,229,166,166,0,3,163,LISTAS,,
47342,05_043_001,424,305,305,0,1,304,LISTAS,,
47344,05_044_001,586,316,316,0,3,313,LISTAS,,
47346,05_044_002,586,334,334,0,3,331,LISTAS,,
47348,05_044_003,567,357,357,0,1,356,LISTAS,,
47350,05_044_004,651,396,396,0,0,396,LISTAS,,
47352,05_045_001,967,620,620,0,8,612,LISTAS,,
47354,05_046_001,911,522,522,0,7,515,LISTAS,,
47356,05_047_001,136,65,65,0,0,65,LISTAS,,
47358,05_048_001,77,54,54,0,0,54,LISTAS,,
47360,05_049_001,808,595,597,0,28,569,LISTAS,,
47362,05_050_001,155,111,111,0,0,111,LISTAS,,
47364,05_051_001,789,426,426,0,5,421,LISTAS,,
47366,05_051_002,612,418,418,0,3,415,LISTAS,,
47368,05_051_003,662,471,470,0,3,467,LISTAS,,
47370,05_052_001,1190,765,765,0,4,761,LISTAS,,
47372,05_053_001,592,450,450,0,2,448,LISTAS,,
47374,05_053_002,730,540,540,0,5,535,LISTAS,,
47376,05_054_001,119,76,76,0,2,74,LISTAS,,
47378,05_055_001,924,658,658,0,7,651,LISTAS,,
47380,05_056_001,810,600,600,0,5,595,LISTAS,,
47382,05_057_001,164,117,117,0,1,116,LISTAS,,
47384,05_058_001,826,380,380,0,8,372,LISTAS,,
47386,05_058_002,721,384,384,0,3,381,LISTAS,,
47388,05_058_003,734,332,332,0,3,329,LISTAS,,
47390,05_059_001,256,122,124,0,2,122,LISTAS,,
47392,05_060_001,814,631,631,0,5,626,LISTAS,,
47394,05_061_001,355,280,280,0,4,276,LISTAS,,
47396,05_062_001,553,310,310,0,26,284,LISTAS,,
47398,05_063_001,453,316,316,0,4,312,LISTAS,,
47400,05_064_001,552,414,414,0,7,407,LISTAS,,
47402,05_065_001,535,354,354,0,8,346,LISTAS,,
47404,05_066_001,622,391,391,0,2,389,LISTAS,,
47406,05_067_001,206,132,132,0,2,130,LISTAS,,
47408,05_068_001,264,137,137,0,3,134,LISTAS,,
47410,05_069_001,18,13,13,0,1,12,LISTAS,,
47412,05_070_001,219,149,149,0,3,146,LISTAS,,
47414,05_071_001,1178,764,764,0,8,756,LISTAS,,
47824,05_072_001,584,310,310,0,4,306,LISTAS,,
47826,05_073_001,218,157,157,0,1,156,LISTAS,,
47828,05_074_001,231,173,173,0,0,173,LISTAS,,
47830,05_075_001,928,633,633,0,21,612,LISTAS,,
47832,05_075_002,1010,760,756,0,6,750,LISTAS,,
47834,05_075_003,1078,718,717,0,14,703,LISTAS,,
47836,05_075_004,857,595,595,0,6,589,LISTAS,,
47838,05_075_005,852,636,636,0,4,632,LISTAS,,
47840,05_075_006,804,557,557,0,1,556,LISTAS,,
47842,05_075_007,1016,702,702,0,8,694,LISTAS,,
47844,05_075_008,968,606,606,0,19,587,LISTAS,,
47846,05_076_001,439,316,316,0,7,309,LISTAS,,
47848,05_077_001,745,426,426,0,2,424,LISTAS,,
47850,05_077_002,762,490,490,0,6,484,LISTAS,,
47852,05_077_003,774,485,485,0,4,481,LISTAS,,
47854,05_077_004,852,480,480,0,6,474,LISTAS,,
47856,05_077_005,831,505,505,0,3,502,LISTAS,,
47858,05_078_001,783,614,614,0,8,606,LISTAS,,
47860,05_078_002,876,587,587,0,5,582,LISTAS,,
47862,05_078_003,640,359,359,0,58,301,LISTAS,,
47864,05_078_004,749,487,487,0,2,485,LISTAS,,
47866,05_078_005,729,563,563,0,2,561,LISTAS,,
47868,05_078_006,609,420,420,0,12,408,LISTAS,,
47870,05_078_007,442,285,285,0,22,263,LISTAS,,
47872,05_079_001,924,570,570,0,3,567,LISTAS,,
47874,05_080_001,456,297,297,0,10,287,LISTAS,,
47876,05_081_001,48,39,39,0,0,39,LISTAS,,
47878,05_082_001,274,205,205,0,4,201,LISTAS,,
47880,05_083_001,691,329,328,0,2,326,LISTAS,,
47882,05_083_002,548,159,158,0,5,153,LISTAS,,
47884,05_084_001,263,217,216,0,0,216,LISTAS,,
47886,05_085_001,213,128,128,0,0,128,LISTAS,,
47888,05_086_001,692,383,383,0,5,378,LISTAS,,
47890,05_087_001,137,62,62,0,6,56,LISTAS,,
47892,05_088_001,279,174,174,0,5,169,LISTAS,,
47894,05_089_001,780,528,528,0,7,521,LISTAS,,
47896,05_090_001,195,106,106,0,6,100,LISTAS,,
47898,05_091_001,557,324,324,0,5,319,LISTAS,,
47900,05_092_001,360,211,209,0,12,197,LISTAS,,
47902,05_093_001,696,546,546,0,8,538,LISTAS,,
47904,05_093_002,865,636,636,0,6,630,LISTAS,,
47906,05_093_003,1103,718,718,0,8,710,LISTAS,,
47908,05_093_004,638,470,470,0,53,417,LISTAS,,
47910,05_093_005,889,566,565,0,4,561,LISTAS,,
47912,05_093_006,982,647,647,0,8,639,LISTAS,,
47914,05_094_001,93,67,67,0,0,67,LISTAS,,
47916,05_095_001,260,145,145,0,3,142,LISTAS,,
47918,05_096_001,958,618,617,0,64,553,LISTAS,,
47920,05_096_002,974,694,692,0,35,657,LISTAS,,
47922,05_097_001,260,127,131,0,36,95,LISTAS,,
47924,05_098_001,315,240,240,0,3,237,LISTAS,,
47926,05_099_001,95,68,68,0,1,67,LISTAS,,
47928,05_100_001,242,178,178,0,5,173,LISTAS,,
47930,05_101_001,252,149,148,0,7,141,LISTAS,,
47932,05_102_001,151,120,120,0,1,119,LISTAS,,
47934,05_103_001,22,15,15,0,0,15,LISTAS,,
47936,05_104_001,136,83,83,0,0,83,LISTAS,,
47938,05_105_001,157,111,111,0,0,111,LISTAS,,
47940,05_106_001,70,53,53,0,0,53,LISTAS,,
47942,05_107_001,307,225,225,0,1,224,LISTAS,,
47944,05_108_001,461,356,355,0,2,353,LISTAS,,
47946,05_109_001,619,395,395,0,4,391,LISTAS,,
47948,05_109_002,563,370,370,0,3,367,LISTAS,,
47950,05_109_003,644,400,400,0,0,400,LISTAS,,
47952,05_109_004,212,93,93,0,3,90,LISTAS,,
47954,05_110_001,605,363,363,0,10,353,LISTAS,,
47956,05_111_001,452,340,340,0,3,337,LISTAS,,
47958,05_112_001,68,50,50,0,0,50,LISTAS,,
47960,05_113_001,782,552,552,0,6,546,LISTAS,,
47962,05_113_002,749,424,423,0,4,419,LISTAS,,
47964,05_114_001,464,272,272,0,1,271,LISTAS,,
48360,05_115_001,446,261,261,0,15,246,LISTAS,,
48362,05_116_001,655,446,446,0,3,443,LISTAS,,
48364,05_116_002,688,404,405,0,22,383,LISTAS,,
48366,05_117_001,467,293,293,0,0,293,LISTAS,,
48368,05_118_001,615,301,300,0,6,294,LISTAS,,
48370,05_118_002,599,323,323,0,5,318,LISTAS,,
48372,05_119_001,789,542,542,0,3,539,LISTAS,,
48374,05_119_002,825,585,585,0,6,579,LISTAS,,
48376,05_120_001,108,92,92,0,0,92,LISTAS,,
48378,05_121_001,95,79,79,0,1,78,LISTAS,,
48380,05_122_001,170,124,124,0,1,123,LISTAS,,
48382,05_123_001,587,424,424,0,12,412,LISTAS,,
48384,05_123_002,628,375,375,0,7,368,LISTAS,,
48386,05_124_001,805,546,546,0,9,537,LISTAS,,
48388,05_125_001,232,180,180,0,3,177,LISTAS,,
48390,05_126_001,842,541,541,0,9,532,LISTAS,,
48392,05_127_001,559,417,416,0,0,416,LISTAS,,
48394,05_128_001,528,430,429,0,5,424,LISTAS,,
48396,05_129_001,107,78,78,0,3,75,LISTAS,,
48398,05_130_001,161,104,104,0,3,101,LISTAS,,
48400,05_131_001,114,74,74,0,3,71,LISTAS,,
48402,05_131_002,1096,752,752,0,7,745,LISTAS,,
48404,05_132_001,245,176,176,0,3,173,LISTAS,,
48406,05_133_001,908,556,554,0,19,535,LISTAS,,
48408,05_133_002,874,550,550,0,18,532,LISTAS,,
48410,05_133_003,905,595,595,0,4,591,LISTAS,,
48412,05_134_001,154,90,90,0,2,88,LISTAS,,
48414,05_135_001,306,164,164,0,2,162,LISTAS,,
48416,05_136_001,130,105,105,0,1,104,LISTAS,,
48418,05_137_001,677,337,337,0,24,313,LISTAS,,
48420,05_138_001,410,260,258,0,2,256,LISTAS,,
48422,05_139_001,757,511,511,0,6,505,LISTAS,,
48424,05_140_001,464,322,322,0,4,318,LISTAS,,
48426,05_141_001,692,458,457,0,1,456,LISTAS,,
48428,05_142_001,698,441,440,0,11,429,LISTAS,,
48430,05_143_001,887,550,549,0,12,537,LISTAS,,
48432,05_144_001,87,63,63,0,0,63,LISTAS,,
48434,05_145_001,932,599,599,0,8,591,LISTAS,,
48436,05_146_001,66,56,56,0,0,56,LISTAS,,
48438,05_147_001,658,429,429,0,10,419,LISTAS,,
48440,05_147_002,637,387,386,0,2,384,LISTAS,,
48442,05_148_001,373,201,201,0,8,193,LISTAS,,
48444,05_149_001,743,422,421,0,3,418,LISTAS,,
48446,05_149_002,614,309,309,0,3,306,LISTAS,,
48448,05_150_001,220,158,158,0,0,158,LISTAS,,
48450,05_151_001,706,339,339,0,5,334,LISTAS,,
48452,05_151_002,703,448,448,0,6,442,LISTAS,,
48454,05_152_001,394,236,236,0,4,232,LISTAS,,
48456,05_153_001,656,507,506,0,3,503,LISTAS,,
48458,05_153_002,683,526,526,0,3,523,LISTAS,,
48460,05_153_003,770,405,405,0,8,397,LISTAS,,
48462,05_153_004,630,425,425,0,0,425,LISTAS,,
48464,05_153_005,3381,2871,2867,-4,10,2857,LISTAS,,
48466,05_153_006,749,530,530,0,0,530,LISTAS,,
48468,05_153_007,729,371,371,0,3,368,LISTAS,,
48470,05_153_008,610,281,281,0,5,276,LISTAS,,
48472,05_153_009,752,363,363,0,4,359,LISTAS,,
48474,05_153_010,1015,556,556,0,5,551,LISTAS,,
48476,05_153_011,613,457,457,0,2,455,LISTAS,,
48478,05_153_012,562,390,390,0,5,385,LISTAS,,
48480,05_153_013,802,559,559,0,4,555,LISTAS,,
48482,05_153_014,556,402,403,0,14,389,LISTAS,,
48484,05_153_015,792,542,541,0,3,538,LISTAS,,
48486,05_153_016,976,626,626,0,2,624,LISTAS,,
48488,05_153_017,745,465,465,0,4,461,LISTAS,,
48490,05_153_018,875,399,399,0,5,394,LISTAS,,
48888,05_153_019,862,519,519,0,1,518,LISTAS,,
48890,05_153_020,780,499,499,0,1,498,LISTAS,,
48892,05_153_021,618,375,375,0,2,373,LISTAS,,
48894,05_153_022,551,312,312,0,4,308,LISTAS,,
48896,05_153_023,963,577,575,0,1,574,LISTAS,,
48898,05_153_024,925,576,574,0,3,571,LISTAS,,
48900,05_153_025,853,573,573,0,5,568,LISTAS,,
48902,05_153_026,729,485,485,0,2,483,LISTAS,,
48904,05_153_027,568,351,351,0,4,347,LISTAS,,
48906,05_153_028,641,430,429,0,3,426,LISTAS,,
48908,05_153_029,682,455,453,0,1,452,LISTAS,,
48910,05_153_030,817,523,524,0,15,509,LISTAS,,
48912,05_154_001,416,311,311,0,2,309,LISTAS,,
48914,05_155_001,138,91,91,0,0,91,LISTAS,,
48916,05_156_001,49,36,36,0,0,36,LISTAS,,
48918,05_157_001,702,442,431,0,16,415,LISTAS,,
48920,05_158_001,363,216,216,0,4,212,LISTAS,,
48922,05_159_001,947,533,533,0,8,525,LISTAS,,
48924,05_160_001,25,19,19,0,2,17,LISTAS,,
48926,05_161_001,615,383,383,0,20,363,LISTAS,,
48928,05_161_002,646,376,376,0,8,368,LISTAS,,
48930,05_162_001,125,79,79,0,0,79,LISTAS,,
48932,05_163_001,135,81,81,0,0,81,LISTAS,,
48934,05_163_002,498,277,277,0,1,276,LISTAS,,
48936,05_164_001,139,106,106,0,1,105,LISTAS,,
48938,05_165_001,644,434,434,0,3,431,LISTAS,,
48940,05_165_002,624,364,362,0,3,359,LISTAS,,
48942,05_166_001,269,197,197,0,6,191,LISTAS,,
48944,05_167_001,269,190,190,0,2,188,LISTAS,,
48946,05_168_001,141,91,91,0,5,86,LISTAS,,
48948,05_169_001,248,170,170,0,0,170,LISTAS,,
48950,05_170_001,793,573,573,0,4,569,LISTAS,,
48952,05_170_002,891,651,651,0,1,650,LISTAS,,
48954,05_171_001,182,140,141,0,11,130,LISTAS,,
48956,05_172_001,214,170,169,0,9,160,LISTAS,,
48958,05_173_001,497,328,327,0,3,324,LISTAS,,
48960,05_174_001,240,181,181,0,1,180,LISTAS,,
48962,05_175_001,478,218,218,0,7,211,LISTAS,,
48964,05_176_001,909,577,573,0,8,565,LISTAS,,
48966,05_177_001,363,216,216,0,7,209,LISTAS,,
48968,05_178_001,143,106,106,0,3,103,LISTAS,,
48970,05_179_001,524,346,346,0,3,343,LISTAS,,
48972,05_179_002,725,453,453,0,4,449,LISTAS,,
48974,05_180_001,450,344,342,0,3,339,LISTAS,,
48976,05_181_001,196,68,68,0,3,65,LISTAS,,
48978,05_182_001,212,138,138,0,0,138,LISTAS,,
48980,05_183_001,1189,713,712,0,19,693,LISTAS,,
48982,05_184_001,344,236,236,0,22,214,LISTAS,,
48984,05_185_001,228,166,166,0,1,165,LISTAS,,
48986,05_186_001,42,32,32,0,0,32,LISTAS,,
48988,05_187_001,686,371,371,0,4,367,LISTAS,,
48990,05_188_001,323,195,195,0,8,187,LISTAS,,
48992,05_189_001,929,645,644,0,2,642,LISTAS,,
48994,05_189_002,848,596,597,0,21,576,LISTAS,,
48996,05_190_001,767,475,474,0,2,472,LISTAS,,
48998,05_190_002,701,422,421,0,1,420,LISTAS,,
49000,05_190_003,656,476,476,0,2,474,LISTAS,,
49002,05_190_004,635,487,487,0,1,486,LISTAS,,
49004,05_190_005,626,438,438,0,1,437,LISTAS,,
49006,05_191_001,392,272,272,0,6,266,LISTAS,,
49008,05_192_001,653,319,319,0,9,310,LISTAS,,
49010,05_192_002,619,401,401,0,2,399,LISTAS,,
49012,05_192_003,661,436,436,0,4,432,LISTAS,,
49014,05_193_001,145,102,102,0,2,100,LISTAS,,
49016,05_194_001,982,618,618,0,7,611,LISTAS,,
49018,05_194_002,877,552,552,0,5,547,LISTAS,,
49020,05_194_003,962,650,647,0,2,645,LISTAS,,
49022,05_194_004,844,537,537,0,11,526,LISTAS,,
49024,05_194_005,956,628,628,0,6,622,LISTAS,,
49424,05_195_001,589,344,344,0,6,338,LISTAS,,
49426,05_195_002,583,409,409,0,2,407,LISTAS,,
49428,05_195_003,577,389,389,0,2,387,LISTAS,,
49430,05_195_004,571,345,345,0,6,339,LISTAS,,
49432,05_195_005,615,371,371,0,3,368,LISTAS,,
49434,05_196_001,887,727,727,0,3,724,LISTAS,,
49436,05_196_002,840,669,669,0,5,664,LISTAS,,
49438,05_196_003,811,618,618,0,4,614,LISTAS,,
49440,05_196_004,860,560,560,0,4,556,LISTAS,,
49442,05_196_005,908,584,584,0,8,576,LISTAS,,
49444,05_196_006,811,522,522,0,7,515,LISTAS,,
49446,05_196_007,756,555,553,0,4,549,LISTAS,,
49448,05_196_008,795,613,613,0,3,610,LISTAS,,
49450,05_196_009,750,596,595,0,3,592,LISTAS,,
49452,05_196_010,1012,729,729,0,13,716,LISTAS,,
49454,05_196_011,868,624,624,0,5,619,LISTAS,,
49456,05_196_012,3000,2521,2522,1,29,2493,LISTAS,,
49458,05_196_013,816,609,609,0,4,605,LISTAS,,
49460,05_196_014,651,499,499,0,5,494,LISTAS,,
49462,05_196_015,771,591,591,0,4,587,LISTAS,,
49464,05_196_016,747,556,554,0,5,549,LISTAS,,
49466,05_197_001,829,590,590,0,6,584,LISTAS,,
49468,05_198_001,671,482,482,0,1,481,LISTAS,,
49470,05_198_002,629,440,440,0,8,432,LISTAS,,
49472,05_199_001,927,579,577,0,7,570,LISTAS,,
49474,05_199_002,822,481,481,0,17,464,LISTAS,,
49476,05_200_001,624,331,331,0,3,328,LISTAS,,
49478,05_200_002,627,407,407,0,7,400,LISTAS,,
49480,05_201_001,413,314,313,0,3,310,LISTAS,,
49482,05_202_001,611,290,290,0,2,288,LISTAS,,
49484,05_202_002,629,259,259,0,7,252,LISTAS,,
49486,05_202_003,601,440,440,0,3,437,LISTAS,,
49488,05_202_004,3376,2933,2920,-13,67,2853,LISTAS,,
49490,05_202_005,603,393,393,0,2,391,LISTAS,,
49492,05_202_006,624,439,439,0,0,439,LISTAS,,
49494,05_202_007,670,498,498,0,3,495,LISTAS,,
49496,05_202_008,782,570,570,0,1,569,LISTAS,,
49498,05_202_009,713,366,366,0,1,365,LISTAS,,
49500,05_202_010,675,514,516,0,21,495,LISTAS,,
49502,05_202_011,896,656,656,0,1,655,LISTAS,,
49504,05_202_012,698,541,541,0,5,536,LISTAS,,
49506,05_202_013,775,527,526,0,5,521,LISTAS,,
49508,05_202_014,861,687,687,0,7,680,LISTAS,,
49510,05_202_015,916,736,736,0,5,731,LISTAS,,
49512,05_202_016,1024,801,799,0,8,791,LISTAS,,
49514,05_202_017,1068,839,839,0,5,834,LISTAS,,
49516,05_202_018,1077,798,797,0,4,793,LISTAS,,
49518,05_202_019,686,423,423,0,7,416,LISTAS,,
49520,05_202_020,883,644,637,0,4,633,LISTAS,,
49522,05_202_021,826,599,597,0,1,596,LISTAS,,
49524,05_202_022,752,579,578,0,6,572,LISTAS,,
49526,05_202_023,770,544,544,0,5,539,LISTAS,,
49528,05_202_024,815,598,596,0,5,591,LISTAS,,
49530,05_202_025,660,478,478,0,3,475,LISTAS,,
49532,05_202_026,1002,773,772,0,2,770,LISTAS,,
49534,05_202_027,1112,866,868,0,24,844,LISTAS,,
49536,05_202_028,803,595,595,0,3,592,LISTAS,,
49538,05_202_029,634,511,507,0,1,506,LISTAS,,
49540,05_202_030,689,480,480,0,1,479,LISTAS,,
49542,05_202_031,501,268,268,0,6,262,LISTAS,,
49544,05_202_032,978,704,704,0,2,702,LISTAS,,
49546,05_202_033,762,496,496,0,3,493,LISTAS,,
49548,05_202_034,881,552,552,0,6,546,LISTAS,,
49944,05_202_035,979,584,584,0,1,583,LISTAS,,
49946,05_202_036,977,677,677,0,4,673,LISTAS,,
49948,05_202_037,902,573,573,0,3,570,LISTAS,,
49950,05_202_038,796,507,504,0,0,504,LISTAS,,
49952,05_202_039,919,556,556,0,6,550,LISTAS,,
49954,05_202_040,905,572,571,0,2,569,LISTAS,,
49956,05_202_041,745,389,389,0,2,387,LISTAS,,
49958,05_202_042,877,527,527,0,3,524,LISTAS,,
49960,05_202_043,800,531,531,0,5,526,LISTAS,,
49962,05_202_044,949,545,545,0,6,539,LISTAS,,
49964,05_202_045,884,480,480,0,4,476,LISTAS,,
49966,05_202_046,1044,643,643,0,5,638,LISTAS,,
49968,05_202_047,956,643,643,0,5,638,LISTAS,,
49970,05_202_048,841,575,575,0,4,571,LISTAS,,
49972,05_202_049,877,540,540,0,8,532,LISTAS,,
49974,05_202_050,751,571,571,0,3,568,LISTAS,,
49976,05_202_051,649,465,465,0,0,465,LISTAS,,
49978,05_202_052,645,445,445,0,0,445,LISTAS,,
49980,05_202_053,898,608,608,0,1,607,LISTAS,,
49982,05_202_054,909,648,648,0,1,647,LISTAS,,
49984,05_202_055,632,540,540,0,0,540,LISTAS,,
49986,05_202_056,611,508,508,0,2,506,LISTAS,,
49988,05_202_057,911,613,612,0,0,612,LISTAS,,
49990,05_202_058,685,440,440,0,1,439,LISTAS,,
49992,05_202_059,627,489,490,0,12,478,LISTAS,,
49994,05_202_060,581,499,499,0,1,498,LISTAS,,
49996,05_202_061,591,494,494,0,1,493,LISTAS,,
49998,05_202_062,760,558,558,0,1,557,LISTAS,,
50000,05_202_063,698,471,471,0,1,470,LISTAS,,
50002,05_202_064,867,632,631,0,2,629,LISTAS,,
50004,05_202_065,806,536,535,0,2,533,LISTAS,,
50006,05_202_066,808,538,521,0,6,515,LISTAS,,
50008,05_202_067,636,441,441,0,0,441,LISTAS,,
50010,05_202_068,758,529,529,0,1,528,LISTAS,,
50012,05_202_069,724,577,577,0,1,576,LISTAS,,
50014,05_202_070,713,544,544,0,1,543,LISTAS,,
50016,05_202_071,631,442,442,0,0,442,LISTAS,,
50018,05_202_072,740,528,528,0,3,525,LISTAS,,
50020,05_202_073,696,509,508,0,4,504,LISTAS,,
50022,05_202_074,859,474,473,0,3,470,LISTAS,,
50024,05_202_075,754,468,468,0,2,466,LISTAS,,
50026,05_202_076,810,533,532,0,3,529,LISTAS,,
50028,05_202_077,724,520,520,0,4,516,LISTAS,,
50030,05_202_078,607,468,467,0,2,465,LISTAS,,
50032,05_202_079,566,384,383,0,2,381,LISTAS,,
50034,05_202_080,690,485,485,0,2,483,LISTAS,,
50036,05_202_081,921,649,648,0,3,645,LISTAS,,
50038,05_202_082,908,651,650,0,2,648,LISTAS,,
50040,05_202_083,615,487,485,0,3,482,LISTAS,,
50042,05_202_084,783,607,607,0,4,603,LISTAS,,
50044,05_202_085,670,513,513,0,1,512,LISTAS,,
50046,05_202_086,1095,814,814,0,2,812,LISTAS,,
50048,05_202_087,624,447,447,0,7,440,LISTAS,,
50050,05_202_088,672,491,491,0,5,486,LISTAS,,
50052,05_202_089,819,592,591,0,2,589,LISTAS,,
50054,05_202_090,624,342,342,0,10,332,LISTAS,,
50056,05_202_091,909,681,679,0,2,677,LISTAS,,
50058,05_202_092,613,326,326,0,2,324,LISTAS,,
50060,05_202_093,577,405,405,0,3,402,LISTAS,,
50062,05_202_094,641,375,375,0,3,372,LISTAS,,
50064,05_202_095,616,348,348,0,2,346,LISTAS,,
50458,05_202_096,919,272,272,0,3,269,LISTAS,,
50460,05_202_097,677,478,478,0,1,477,LISTAS,,
50462,05_202_098,716,513,513,0,1,512,LISTAS,,
50464,05_202_099,637,459,447,0,1,446,LISTAS,,
50466,05_202_100,629,420,420,0,2,418,LISTAS,,
50468,05_202_101,847,603,602,0,3,599,LISTAS,,
50470,05_202_102,681,470,468,0,8,460,LISTAS,,
50472,05_202_103,865,608,608,0,3,605,LISTAS,,
50474,05_202_104,944,684,684,0,6,678,LISTAS,,
50476,05_202_105,1016,773,773,0,5,768,LISTAS,,
50478,05_202_106,1070,758,758,0,4,754,LISTAS,,
50480,05_202_107,906,646,646,0,3,643,LISTAS,,
50482,05_202_108,754,499,498,0,4,494,LISTAS,,
50484,05_202_109,633,437,437,0,1,436,LISTAS,,
50486,05_202_110,711,502,502,0,4,498,LISTAS,,
50488,05_202_111,723,501,499,0,0,499,LISTAS,,
50490,05_202_112,618,477,477,0,2,475,LISTAS,,
50492,05_202_113,601,480,480,0,2,478,LISTAS,,
50494,05_202_114,589,433,433,0,3,430,LISTAS,,
50496,05_202_115,726,527,527,0,3,524,LISTAS,,
50498,05_202_116,3409,2990,2975,-15,7,2968,LISTAS,,
50500,05_202_117,960,629,628,0,5,623,LISTAS,,
50502,05_202_118,1260,377,374,0,46,328,LISTAS,,
50504,05_202_119,648,409,409,0,7,402,LISTAS,,
50506,05_202_120,807,504,504,0,9,495,LISTAS,,
50508,05_202_121,811,609,609,0,4,605,LISTAS,,
50510,05_202_122,637,417,417,0,2,415,LISTAS,,
50512,05_202_123,880,427,427,0,4,423,LISTAS,,
50514,05_202_124,924,649,648,0,7,641,LISTAS,,
50516,05_202_125,966,711,711,0,8,703,LISTAS,,
50518,05_202_126,1011,752,752,0,2,750,LISTAS,,
50520,05_202_127,1080,583,583,0,4,579,LISTAS,,
50522,05_202_128,970,488,488,0,26,462,LISTAS,,
50524,05_202_129,457,333,333,0,2,331,LISTAS,,
50526,05_202_130,698,463,462,0,3,459,LISTAS,,
50528,05_202_131,667,502,501,0,1,500,LISTAS,,
50530,05_202_132,677,491,491,0,0,491,LISTAS,,
50532,05_202_133,991,671,671,0,1,670,LISTAS,,
50534,05_202_134,822,644,644,0,9,635,LISTAS,,
50536,05_202_135,795,598,598,0,3,595,LISTAS,,
50538,05_202_136,856,674,674,0,8,666,LISTAS,,
50540,05_202_137,876,683,683,0,5,678,LISTAS,,
50542,05_202_138,926,664,663,0,6,657,LISTAS,,
50544,05_202_139,618,378,378,0,5,373,LISTAS,,
50546,05_202_140,640,413,413,0,6,407,LISTAS,,
50548,05_202_141,732,485,484,0,7,477,LISTAS,,
50550,05_202_142,730,470,470,0,2,468,LISTAS,,
50552,05_202_143,655,470,470,0,2,468,LISTAS,,
50554,05_202_144,651,441,441,0,3,438,LISTAS,,
50556,05_202_145,686,484,484,0,4,480,LISTAS,,
50558,05_202_146,1164,803,803,0,0,803,LISTAS,,
50560,05_202_147,1015,676,672,0,2,670,LISTAS,,
50562,05_202_148,1089,714,714,0,7,707,LISTAS,,
50564,05_202_149,849,600,599,0,4,595,LISTAS,,
50566,05_202_150,878,658,658,0,5,653,LISTAS,,
50568,05_202_151,742,539,539,0,4,535,LISTAS,,
50570,05_202_152,887,621,620,0,4,616,LISTAS,,
50572,05_202_153,978,709,709,0,2,707,LISTAS,,
50574,05_202_154,829,656,656,0,6,650,LISTAS,,
50576,05_202_155,384,288,288,0,1,287,LISTAS,,
50578,05_202_156,736,536,536,0,4,532,LISTAS,,
50580,05_202_157,659,521,521,0,2,519,LISTAS,,
50978,05_202_158,628,495,495,0,0,495,LISTAS,,
50980,05_202_159,692,499,499,0,1,498,LISTAS,,
50982,05_202_160,136,106,106,0,1,105,LISTAS,,
50984,05_203_001,62,47,47,0,2,45,LISTAS,,
50986,05_204_001,191,107,107,0,1,106,LISTAS,,
50988,05_205_001,597,371,371,0,10,361,LISTAS,,
50990,05_205_002,565,392,392,0,4,388,LISTAS,,
50992,05_206_001,392,301,301,0,4,297,LISTAS,,
50994,05_207_001,844,547,547,0,3,544,LISTAS,,
50996,05_207_002,732,419,418,0,6,412,LISTAS,,
50998,05_207_003,808,480,479,0,7,472,LISTAS,,
51000,05_208_001,693,456,456,0,10,446,LISTAS,,
51002,05_209_001,589,389,389,0,22,367,LISTAS,,
51004,05_210_001,58,37,37,0,0,37,LISTAS,,
51006,05_211_001,250,183,183,0,7,176,LISTAS,,
51008,05_212_001,553,274,274,0,5,269,LISTAS,,
51010,05_213_001,581,360,359,0,2,357,LISTAS,,
51012,05_214_001,714,436,436,0,1,435,LISTAS,,
51014,05_215_001,223,169,169,0,7,162,LISTAS,,
51016,05_216_001,1020,565,556,0,14,542,LISTAS,,
51018,05_217_001,850,609,609,0,7,602,LISTAS,,
51020,05_217_002,751,525,525,0,1,524,LISTAS,,
51022,05_217_003,783,524,524,0,5,519,LISTAS,,
51024,05_217_004,776,541,541,0,4,537,LISTAS,,
51026,05_217_005,883,573,573,0,3,570,LISTAS,,
51028,05_218_001,26,17,17,0,0,17,LISTAS,,
51030,05_219_001,307,202,202,0,4,198,LISTAS,,
51032,05_220_001,241,166,166,0,1,165,LISTAS,,
51034,05_221_001,601,393,393,0,8,385,LISTAS,,
51036,05_221_002,640,357,355,0,10,345,LISTAS,,
51038,05_222_001,716,437,437,0,10,427,LISTAS,,
51040,05_222_002,854,472,473,0,30,443,LISTAS,,
