SZAVAZOKOR,MEGYEKOD,MEGYE,OEVK,SZEKHELY,SZH_KER,TELEPULES_SORSZAM,TELEPULES,OEVK26_options,OEVK26_isect,METSZET,OEVK26_or_type,OEVK26_or,OEVK26,MI,OEVK26_largest,URL
06_060_001,06,CSONGRÁD,02,Szeged,,060,Zsombó,06_02,06_02,10639547,,,06_02,1,06_02,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=060&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=06&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
06_060_002,06,CSONGRÁD,02,Szeged,,060,Zsombó,06_02,06_02,14636978,,,06_02,1,06_02,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=060&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=06&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
06_060_003,06,CSONGRÁD,02,Szeged,,060,Zsombó,06_02,06_02,1755880,,,06_02,1,06_02,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=060&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=06&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=003
07_001_001,07,FEJÉR,05,Sárbogárd,,001,Aba,07_05,07_05,2035406,,,07_05,1,07_05,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=001&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
07_001_002,07,FEJÉR,05,Sárbogárd,,001,Aba,07_05,07_05,2132904,,,07_05,1,07_05,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=001&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
07_001_003,07,FEJÉR,05,Sárbogárd,,001,Aba,07_05,07_05,2154123,,,07_05,1,07_05,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=001&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=003
07_001_004,07,FEJÉR,05,Sárbogárd,,001,Aba,07_05,07_01|07_05,73207|1150300,,,07_05,0|1,07_05,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=001&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=004
07_001_005,07,FEJÉR,05,Sárbogárd,,001,Aba,07_05,07_05,2101746,,,07_05,1,07_05,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=001&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=005
07_002_001,07,FEJÉR,04,Dunaújváros,,002,Adony,07_04,07_04,1461635,,,07_04,1,07_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
07_002_002,07,FEJÉR,04,Dunaújváros,,002,Adony,07_04,07_04,1783245,,,07_04,1,07_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
07_002_003,07,FEJÉR,04,Dunaújváros,,002,Adony,07_04,07_04,1442218,,,07_04,1,07_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=003
07_003_001,07,FEJÉR,05,Sárbogárd,,003,Alap,07_05,07_05,1863521,,,07_05,1,07_05,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=003&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
07_003_002,07,FEJÉR,05,Sárbogárd,,003,Alap,07_05,07_05,2541244,,,07_05,1,07_05,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=003&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
07_004_001,07,FEJÉR,03,Bicske,,004,Alcsútdoboz,07_03,07_03,1456589,,,07_03,1,07_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=004&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
07_004_002,07,FEJÉR,03,Bicske,,004,Alcsútdoboz,07_03,07_03,4677616,,,07_03,1,07_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=004&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
07_005_001,07,FEJÉR,05,Sárbogárd,,005,Alsószentiván,07_05,07_05,60986789,,,07_05,1,07_05,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=005&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
07_006_001,07,FEJÉR,02,Székesfehérvár,,006,Bakonycsernye,07_02,07_02,207543,,,07_02,1,07_02,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=006&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
07_006_002,07,FEJÉR,02,Székesfehérvár,,006,Bakonycsernye,07_02,07_02,2092883,,,07_02,1,07_02,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=006&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
07_006_003,07,FEJÉR,02,Székesfehérvár,,006,Bakonycsernye,07_02,07_02,801587,,,07_02,1,07_02,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=006&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=003
07_007_001,07,FEJÉR,02,Székesfehérvár,,007,Bakonykúti,07_02,07_02,19316917,,,07_02,1,07_02,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=007&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
07_008_001,07,FEJÉR,02,Székesfehérvár,,008,Balinka,07_02,07_02,2267978,,,07_02,1,07_02,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=008&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
07_008_002,07,FEJÉR,02,Székesfehérvár,,008,Balinka,07_02,07_02,196190,,,07_02,1,07_02,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=008&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
07_009_001,07,FEJÉR,05,Sárbogárd,,009,Baracs,07_05,07_05,9292707,,,07_05,1,07_05,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=009&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
07_009_002,07,FEJÉR,05,Sárbogárd,,009,Baracs,07_05,07_05,2221409,,,07_05,1,07_05,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=009&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
07_009_003,07,FEJÉR,05,Sárbogárd,,009,Baracs,07_05,07_05,886408,,,07_05,1,07_05,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=009&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=003
07_009_004,07,FEJÉR,05,Sárbogárd,,009,Baracs,07_05,07_05,16941352,,,07_05,1,07_05,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=009&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=004
07_010_001,07,FEJÉR,03,Bicske,,010,Baracska,07_03,07_03,1491696,,,07_03,1,07_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=010&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
07_010_002,07,FEJÉR,03,Bicske,,010,Baracska,07_03,07_03,1006702,,,07_03,1,07_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=010&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
07_010_003,07,FEJÉR,03,Bicske,,010,Baracska,07_03,07_03,536557,,,07_03,1,07_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=010&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=003
07_011_001,07,FEJÉR,03,Bicske,,011,Beloiannisz,07_04,07_04,7022787,,,07_04,1,07_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=011&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
07_012_001,07,FEJÉR,03,Bicske,,012,Besnyõ,07_04,07_04,2370285,,,07_04,1,07_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=012&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
07_012_002,07,FEJÉR,03,Bicske,,012,Besnyõ,07_04,07_04,1247993,,,07_04,1,07_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=012&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
07_013_001,07,FEJÉR,03,Bicske,,013,Bicske,07_03,07_03,2098322,,,07_03,1,07_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=013&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
07_013_002,07,FEJÉR,03,Bicske,,013,Bicske,07_03,07_03,1051620,,,07_03,1,07_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=013&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=07&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
